mol_id_a,mol_id_b,mol_id_c,x_a,x_b,x_c,dn_linear,dn_feature
230,3381,21380,0.65,0.25,0.09999999999999998,36.47731133311553,33.41495126909958
230,3381,21380,0.65,0.30000000000000004,0.04999999999999993,36.482675895601474,33.41495126909958
230,3381,21380,0.65,0.35000000000000003,0.0,36.48804045808741,33.41351551666719
230,3381,21380,0.7000000000000001,0.0,0.29999999999999993,36.483978945359254,33.51996550824389
230,3381,21380,0.7000000000000001,0.05,0.24999999999999994,36.48934350784519,33.518211066464374
230,3381,21380,0.7000000000000001,0.1,0.19999999999999993,36.494708070331136,33.398893896091614
230,3381,21380,0.7000000000000001,0.15000000000000002,0.1499999999999999,36.50007263281707,33.398893896091614
230,3381,21380,0.7000000000000001,0.2,0.09999999999999992,36.50543719530302,33.398893896091614
230,3381,21380,0.7000000000000001,0.25,0.04999999999999993,36.510801757788954,33.398472713338194
230,3381,21380,0.7000000000000001,0.30000000000000004,0.0,36.516166320274905,33.39621253330622
230,3381,21380,0.75,0.0,0.25,36.51746937003268,34.22051779766387
230,3381,21380,0.75,0.05,0.2,36.52283393251862,33.51824300741543
230,3381,21380,0.75,0.1,0.15,36.52819849500456,33.39857873073062
230,3381,21380,0.75,0.15000000000000002,0.09999999999999998,36.533563057490504,33.398893896091614
230,3381,21380,0.75,0.2,0.04999999999999999,36.53892761997644,33.398893896091614
230,3381,21380,0.75,0.25,0.0,36.544292182462385,33.38217882156748
230,3381,21380,0.8,0.0,0.19999999999999996,36.55095979470611,34.524761673754384
230,3381,21380,0.8,0.05,0.14999999999999997,36.556324357192054,34.52474317546603
230,3381,21380,0.8,0.1,0.09999999999999995,36.56168891967799,34.1152717004604
230,3381,21380,0.8,0.15000000000000002,0.04999999999999993,36.56705348216393,34.102193179339814
230,3381,21380,0.8,0.2,0.0,36.57241804464987,33.62906561867225
230,3381,21380,0.8500000000000001,0.0,0.1499999999999999,36.584450219379534,34.14568894208929
230,3381,21380,0.8500000000000001,0.05,0.09999999999999991,36.58981478186547,34.511664654345445
230,3381,21380,0.8500000000000001,0.1,0.049999999999999906,36.595179344351415,34.391504557251814
230,3381,21380,0.8500000000000001,0.15000000000000002,0.0,36.60054390683736,34.08275932645626
230,3381,21380,0.9,0.0,0.09999999999999998,36.617940644052965,35.149871902490375
230,3381,21380,0.9,0.05,0.049999999999999975,36.6233052065389,35.133740939361026
230,3381,21380,0.9,0.1,0.0,36.628669769024846,35.01358800401485
230,3381,21380,0.9500000000000001,0.0,0.04999999999999993,36.65143106872639,37.673782688831
230,3381,21380,0.9500000000000001,0.05,0.0,36.65679563121233,35.812648459846805
230,3381,21380,1.0,0.0,0.0,36.68492149339982,37.99429695730463
