mol_id_a,mol_id_b,x_a,x_b,dn_linear,dn_feature,dn_feature_minus_linear
21380,21363,0.75,0.25,35.971098826442244,29.273779223168265,-6.697319603273979
21380,21363,0.8,0.19999999999999996,35.97990166114005,29.32278341265028,-6.657118248489766
21380,21363,0.8500000000000001,0.1499999999999999,35.98870449583785,29.32278341265028,-6.66592108318757
21380,21363,0.9,0.09999999999999998,35.997507330535655,29.32278341265028,-6.674723917885373
21380,21363,0.9500000000000001,0.04999999999999993,36.006310165233465,29.33739489323634,-6.668915271997125
21380,21363,1.0,0.0,36.01511299993127,29.346780532652193,-6.668332467279075
21371,21363,0.0,1.0,35.83905630597516,28.946937587561045,-6.8921187184141175
21371,21363,0.05,0.95,35.84091108988045,28.946999370495753,-6.893911719384697
21371,21363,0.1,0.9,35.84276587378574,28.946314362042145,-6.896451511743592
21371,21363,0.15000000000000002,0.85,35.84462065769102,28.94869146717098,-6.895929190520036
21371,21363,0.2,0.8,35.846475441596304,29.330513179450406,-6.515962262145898
21371,21363,0.25,0.75,35.848330225501584,29.330513179450406,-6.517817046051178
21371,21363,0.30000000000000004,0.7,35.85018500940687,29.330379113277935,-6.519805896128936
21371,21363,0.35000000000000003,0.6499999999999999,35.85203979331215,29.330379113277935,-6.521660680034216
21371,21363,0.4,0.6,35.853894577217446,29.330379113277935,-6.5235154639395105
21371,21363,0.45,0.55,35.855749361122726,29.330175827635397,-6.525573533487329
21371,21363,0.5,0.5,35.857604145028006,29.330180884959365,-6.527423260068641
21371,21363,0.55,0.44999999999999996,35.85945892893329,29.330180884959365,-6.529278043973928
21371,21363,0.6000000000000001,0.3999999999999999,35.86131371283858,29.3434955893287,-6.51781812350988
21371,21363,0.65,0.35,35.86316849674386,29.343372433737642,-6.519796063006218
21371,21363,0.7000000000000001,0.29999999999999993,35.86502328064915,29.343372433737642,-6.5216508469115055
21371,21363,0.75,0.25,35.866878064554435,29.34918435707636,-6.517693707478074
21371,21363,0.8,0.19999999999999996,35.86873284845972,29.34918435707636,-6.519548491383361
21371,21363,0.8500000000000001,0.1499999999999999,35.870587632365,29.34918435707636,-6.521403275288641
21371,21363,0.9,0.09999999999999998,35.87244241627028,29.34918435707636,-6.523258059193921
21371,21363,0.9500000000000001,0.04999999999999993,35.87429720017557,29.34918435707636,-6.525112843099208
21371,21363,1.0,0.0,35.876151984080856,29.34942168832693,-6.526730295753925
