id,source_db,smiles,name,cas,salt,concentration_m,temperature_K,conductivity_S_cm,viscosity_cp,source_doi,dn,an,epsilon_r,dipole_debye,oxidation_V,reduction_V,family,doi,license,notes
CAL-00000,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,333.2350339,0.160642894,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00001,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,322.7649243,0.150856146,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00002,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,313.8017217,0.14166563,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00003,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,303.681806,0.13227699,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00004,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,293.0497925,0.119347689,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00005,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,283.4922228,0.110171803,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00006,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,273.5415154,0.098273586,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00007,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,263.3418784,0.0856794,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00008,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,253.3064335,0.072181505,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00009,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,243.4820082,0.058092757,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00010,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,233.6641853,0.043159309,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00011,CALiSol-23,,EC+DMC+DEC,,LiPF6,1.0,223.4968354,0.030807411,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00012,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,332.7444052,0.092815386,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00013,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,322.7649243,0.089687079,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00014,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,313.3666112,0.085191199,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00015,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,303.681806,0.082791608,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00016,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,293.0497925,0.077747746,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00017,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,283.4922228,0.072595152,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00018,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,273.2108317,0.065126186,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00019,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,263.3418784,0.056779983,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00020,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,253.3064335,0.045697381,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00021,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,243.7446074,0.036360011,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00022,CALiSol-23,,EC+DMC+DEC,,LiBF4,1.0,233.4228465,0.025367519,nan,10.1007/s10008-002-0300-9,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00023,CALiSol-23,,EC+EMC,,LiPF6,0.201931519,298.15,4.534450652,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00024,CALiSol-23,,EC+EMC,,LiPF6,0.498683055,298.15,7.802607076,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00025,CALiSol-23,,EC+EMC,,LiPF6,0.798946444,298.15,9.348230912,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00026,CALiSol-23,,EC+EMC,,LiPF6,1.000877963,298.15,9.506517691,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00027,CALiSol-23,,EC+EMC,,LiPF6,1.201053556,298.15,9.217877095,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00028,CALiSol-23,,EC+EMC,,LiPF6,1.599648815,298.15,7.774674115,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00029,CALiSol-23,,EC+EMC,,LiPF6,1.998244074,298.15,5.931098696,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00030,CALiSol-23,,EC+EMC,,LiPF6,2.200175593,298.15,5.158286778,nan,10.1016/j.electacta.2008.04.023,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00031,CALiSol-23,,EC+EMC,,LiFSI,1.0,332.5420421,15.58303956,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00032,CALiSol-23,,EC+EMC,,LiFSI,1.0,322.5244073,13.92880901,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00033,CALiSol-23,,EC+EMC,,LiFSI,1.0,312.7431776,12.2868877,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00034,CALiSol-23,,EC+EMC,,LiFSI,1.0,302.7131199,10.69635701,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00035,CALiSol-23,,EC+EMC,,LiFSI,1.0,292.8494972,9.009384647,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00036,CALiSol-23,,EC+EMC,,LiFSI,1.0,282.8897228,7.439667245,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00037,CALiSol-23,,EC+EMC,,LiFSI,1.0,273.0531347,5.943977157,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00038,CALiSol-23,,EC+EMC,,LiFSI,1.0,263.0106197,4.534527977,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00039,CALiSol-23,,EC+EMC,,LiFSI,1.0,253.2231362,3.346973534,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00040,CALiSol-23,,EC+EMC,,LiFSI,1.0,332.6084723,12.3682667,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00041,CALiSol-23,,EC+EMC,,LiFSI,1.0,322.7762915,10.9825629,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00042,CALiSol-23,,EC+EMC,,LiFSI,1.0,312.8052904,9.624200289,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00043,CALiSol-23,,EC+EMC,,LiFSI,1.0,302.7744584,8.268462264,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00044,CALiSol-23,,EC+EMC,,LiFSI,1.0,297.7574305,7.638732831,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00045,CALiSol-23,,EC+EMC,,LiFSI,1.0,292.9069031,6.964404506,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00046,CALiSol-23,,EC+EMC,,LiFSI,1.0,282.9460375,5.675556682,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00047,CALiSol-23,,EC+EMC,,LiFSI,1.0,272.9725552,4.504692324,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00048,CALiSol-23,,EC+EMC,,LiFSI,1.0,263.0628597,3.391455968,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00049,CALiSol-23,,EC+EMC,,LiFSI,1.0,253.1626323,2.406050072,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00050,CALiSol-23,,EC+EMC,,LiPF6,1.0,332.5401445,15.68624976,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00051,CALiSol-23,,EC+EMC,,LiPF6,1.0,322.7137304,13.83716218,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00052,CALiSol-23,,EC+EMC,,LiPF6,1.0,312.5720753,12.04594933,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00053,CALiSol-23,,EC+EMC,,LiPF6,1.0,302.7241275,10.21332669,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00054,CALiSol-23,,EC+EMC,,LiPF6,1.0,297.8700566,9.373393367,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00055,CALiSol-23,,EC+EMC,,LiPF6,1.0,292.706816,8.545933527,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00056,CALiSol-23,,EC+EMC,,LiPF6,1.0,282.9062028,6.873059177,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00057,CALiSol-23,,EC+EMC,,LiPF6,1.0,272.939314,5.348178506,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00058,CALiSol-23,,EC+EMC,,LiPF6,1.0,263.0331754,4.0,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00059,CALiSol-23,,EC+EMC,,LiPF6,1.0,253.1395384,2.76382576,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00060,CALiSol-23,,EC+EMC,,LiBF4,1.0,332.8117237,6.103022078,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00061,CALiSol-23,,EC+EMC,,LiBF4,1.0,322.9677005,5.419257645,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00062,CALiSol-23,,EC+EMC,,LiBF4,1.0,312.985053,4.748984501,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00063,CALiSol-23,,EC+EMC,,LiBF4,1.0,302.9428736,4.080006438,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00064,CALiSol-23,,EC+EMC,,LiBF4,1.0,298.0833662,3.719833623,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00065,CALiSol-23,,EC+EMC,,LiBF4,1.0,293.0645169,3.436529588,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00066,CALiSol-23,,EC+EMC,,LiBF4,1.0,283.0889854,2.856573625,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00067,CALiSol-23,,EC+EMC,,LiBF4,1.0,273.103041,2.29739671,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00068,CALiSol-23,,EC+EMC,,LiBF4,1.0,263.1804756,1.764240962,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00069,CALiSol-23,,EC+EMC,,LiBF4,1.0,253.3816835,1.293633165,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00070,CALiSol-23,,EC+EMC,,LiBF4,1.0,332.6559387,10.48660798,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00071,CALiSol-23,,EC+EMC,,LiBF4,1.0,322.8209929,9.311719622,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00072,CALiSol-23,,EC+EMC,,LiBF4,1.0,312.8506316,8.052985912,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00073,CALiSol-23,,EC+EMC,,LiBF4,1.0,302.8200851,6.827836782,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00074,CALiSol-23,,EC+EMC,,LiBF4,1.0,297.9629611,6.266322617,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00075,CALiSol-23,,EC+EMC,,LiBF4,1.0,292.9496041,5.75098679,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00076,CALiSol-23,,EC+EMC,,LiBF4,1.0,283.1288716,4.717737796,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00077,CALiSol-23,,EC+EMC,,LiBF4,1.0,273.0109204,3.695358381,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00078,CALiSol-23,,EC+EMC,,LiBF4,1.0,263.2220822,2.800557959,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00079,CALiSol-23,,EC+EMC,,LiBF4,1.0,253.1956308,1.973767943,nan,10.1016/j.jpowsour.2010.12.040,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00080,CALiSol-23,,EC+DMC,,LiTDI,1.0,253.4239726,2.120059529,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00081,CALiSol-23,,EC+DMC,,LiTDI,1.0,258.3554795,2.609603846,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00082,CALiSol-23,,EC+DMC,,LiTDI,1.0,263.2869863,3.156275205,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00083,CALiSol-23,,EC+DMC,,LiTDI,1.0,268.2184932,3.751015812,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00084,CALiSol-23,,EC+DMC,,LiTDI,1.0,273.15,4.354663438,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00085,CALiSol-23,,EC+DMC,,LiTDI,1.0,278.0815068,4.967456203,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00086,CALiSol-23,,EC+DMC,,LiTDI,1.0,283.15,5.633862438,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00087,CALiSol-23,,EC+DMC,,LiTDI,1.0,288.0815068,6.204877237,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00088,CALiSol-23,,EC+DMC,,LiTDI,1.0,293.0130137,6.914237829,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00089,CALiSol-23,,EC+DMC,,LiTDI,1.0,297.9445205,7.615023865,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00090,CALiSol-23,,EC+DMC,,LiTDI,1.0,303.0130137,8.338558189,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00091,CALiSol-23,,EC+DMC,,LiTDI,1.0,312.8760274,9.822780951,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00092,CALiSol-23,,EC+DMC,,LiTDI,1.0,317.8075342,10.50632909,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00093,CALiSol-23,,EC+DMC,,LiPDI,1.0,253.4239726,1.842205473,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00094,CALiSol-23,,EC+DMC,,LiPDI,1.0,258.4924658,2.307946131,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00095,CALiSol-23,,EC+DMC,,LiPDI,1.0,263.2869863,2.824068913,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00096,CALiSol-23,,EC+DMC,,LiPDI,1.0,268.2184932,3.336623765,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00097,CALiSol-23,,EC+DMC,,LiPDI,1.0,273.15,3.85097639,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00098,CALiSol-23,,EC+DMC,,LiPDI,1.0,278.2184932,4.471069072,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-00099,CALiSol-23,,EC+DMC,,LiPDI,1.0,283.15,5.070476194,nan,10.1016/j.jpowsour.2011.06.030,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
