mol_id,smiles,dn_rf,dn_empirical,dn_final,confidence,is_anchor
656,COC(C)(C)C,19.129399999999997,22.023979851647386,20.525728249543388,high,False
657,CON,24.348200000000038,24.930744123575344,24.637750385732016,high,False
658,CNOC,26.036000000000055,24.936465365604832,25.480302436566344,high,False
659,CCNOC,27.476200000000045,24.940537656910706,26.177685168265185,high,False
660,CON(C)C,26.65520000000009,24.901362914431598,25.763361751851395,high,False
661,CON1CC1,26.36340000000006,24.905473959675987,25.62407017217451,high,False
662,COF,18.990800000000014,17.899116914119713,18.436880145313765,high,False
663,COCl,21.67200000000002,22.053973130666915,21.86215235716314,high,False
664,COC(=O)O,17.74680000000003,18.417323563687745,18.078953449247393,high,False
665,COC(N)=O,25.185600000000065,22.914894805931716,24.023433864130983,high,False
666,CNC(=O)OC,26.106400000000058,22.855800224280543,24.427088712639478,high,False
667,COC#N,23.02300000000007,24.70382097647827,23.8486073040222,high,False
668,COS,22.307800000000004,22.072061474363682,22.189617683903663,high,False
669,COSC,22.584599999999973,22.005161191202024,22.292998080985445,high,False
670,COS(C)=O,21.735200000000006,19.74241884938878,20.714859936172275,high,False
671,COS(C)(=O)=O,21.694600000000005,18.086348081749687,19.808485229676872,medium,False
672,COc1ccccc1,17.81080000000001,22.159634854968797,19.86657555984117,medium,False
673,COc1ccncc1,29.384800000000023,25.044642239881227,27.128063021352308,medium,False
674,COc1cnccn1,27.72560000000003,28.068635187314516,27.89659032479432,high,False
675,COC1CC1,18.113599999999995,22.008910893238202,19.96648713108441,medium,False
676,COC1CCOC1,18.3772,20.417669977650597,19.370586070464686,high,False
677,COC1CCNC1,28.527200000000025,24.94746345686934,26.677355182379,high,False
678,CCC(O)OC,19.951600000000003,19.98551206709593,19.968548834551576,high,False
679,COC(O)O,19.219400000000007,18.456871134503388,18.834276972649484,high,False
680,COC(C)O,19.715600000000002,20.001764832732533,19.858166953075543,high,False
681,COP(=O)(OC)OC,18.66280000000001,16.480303911416577,17.537634271417154,high,False
682,CCOCC,20.005599999999987,22.024273481514044,20.99068378023396,high,False
683,CCCOCC,20.145999999999987,22.028554061707528,21.06625856974037,high,False
684,CCCCOCC,19.6484,22.03897243876938,20.809386008864276,high,False
