id,source_db,smiles,name,cas,formula,sigma_ion_S_cm,E_g_eV,migration_barrier_eV,space_group,icsd_id,dn,an,epsilon_r,viscosity_cp,dipole_debye,conductivity_S_cm,oxidation_V,reduction_V,family,doi,license,notes
SUP-0488,McHaffie_superionic,,Li6.10La3Ta1.45Sm0.55O12,,Li6.10La3Ta1.45Sm0.55O12,1.4e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0489,McHaffie_superionic,,Li5(BH4)3(NH),,Li5(BH4)3(NH),1.04e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0490,McHaffie_superionic,,Li6PS5Cl,,Li6PS5Cl,0.00205,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0491,McHaffie_superionic,,Li6PS5Cl0.5Br0.5,,Li6PS5Cl0.5Br0.5,0.00333,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0492,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00115,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0493,McHaffie_superionic,,Li6PS5Br0.5I0.5,,Li6PS5Br0.5I0.5,2.62e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0494,McHaffie_superionic,,Li6PS5I,,Li6PS5I,1.3e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0495,McHaffie_superionic,,Li6PS5Cl0.75Br0.25,,Li6PS5Cl0.75Br0.25,0.00226,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0496,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,2.41e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0497,McHaffie_superionic,,Li6PS5Br0.75I0.25,,Li6PS5Br0.75I0.25,0.000112,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0498,McHaffie_superionic,,Li6PS5Br0.25I0.75,,Li6PS5Br0.25I0.75,4.72e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0499,McHaffie_superionic,,LiZnSO4F,,LiZnSO4F,2.8e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0500,McHaffie_superionic,,LiMn2TeO6,,LiMn2TeO6,2e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0501,McHaffie_superionic,,LiSbO2,,LiSbO2,5.66e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0502,McHaffie_superionic,,Li14Ce5(Si11N19O5)O2F2,,Li14Ce5(Si11N19O5)O2F2,1.7e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0503,McHaffie_superionic,,Li14Nd5(Si11N19O5)O2F2,,Li14Nd5(Si11N19O5)O2F2,1.7e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0504,McHaffie_superionic,,Li1.2Al0.2Ge1.8(PO4)3,,Li1.2Al0.2Ge1.8(PO4)3,4.83e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0505,McHaffie_superionic,,Li1.4Al0.4Ge1.6(PO4)3,,Li1.4Al0.4Ge1.6(PO4)3,0.000188,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0506,McHaffie_superionic,,Li1.5Al0.5Ge1.5(PO4)3,,Li1.5Al0.5Ge1.5(PO4)3,0.000336,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0507,McHaffie_superionic,,Li1.5Al0.5Ge1.5(PO4)3,,Li1.5Al0.5Ge1.5(PO4)3,0.000286,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0508,McHaffie_superionic,,Li1.7Al0.7Ge1.3(PO4)3,,Li1.7Al0.7Ge1.3(PO4)3,0.000264,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0509,McHaffie_superionic,,Li1.8Al0.8Ge1.2(PO4)3,,Li1.8Al0.8Ge1.2(PO4)3,0.000137,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0510,McHaffie_superionic,,LiGe2(PO4)3,,LiGe2(PO4)3,3.33e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0511,McHaffie_superionic,,Li1.69Zn0.66PS4,,Li1.69Zn0.66PS4,0.00013,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0512,McHaffie_superionic,,Li1.19Zn0.9PS4,,Li1.19Zn0.9PS4,1.65e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0513,McHaffie_superionic,,Hf2La3(Li6.74Al0.08)O12,,Hf2La3(Li6.74Al0.08)O12,8e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0514,McHaffie_superionic,,Li6B0.9PH3.6S4.9,,Li6B0.9PH3.6S4.9,0.0018,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0515,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00277,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0516,McHaffie_superionic,,Li6P(S4.9Se0.1)Br,,Li6P(S4.9Se0.1)Br,0.0032,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0517,McHaffie_superionic,,Li6P(S4.8Se0.2)Br,,Li6P(S4.8Se0.2)Br,0.00392,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0518,McHaffie_superionic,,Li6P(S4.7Se0.3)Br,,Li6P(S4.7Se0.3)Br,0.00362,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0519,McHaffie_superionic,,Li6P(S4.6Se0.4)Br,,Li6P(S4.6Se0.4)Br,0.00364,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0520,McHaffie_superionic,,Li6P(S4.5Se0.5)Br,,Li6P(S4.5Se0.5)Br,0.00268,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0521,McHaffie_superionic,,Li6P(S4.4Se0.6)Br,,Li6P(S4.4Se0.6)Br,0.00278,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0522,McHaffie_superionic,,Li6P(S4.3Se0.7)Br,,Li6P(S4.3Se0.7)Br,0.00301,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0523,McHaffie_superionic,,Li6P(S4.2Se0.8)Br,,Li6P(S4.2Se0.8)Br,0.00348,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0524,McHaffie_superionic,,Li6P(S4.1Se0.9)Br,,Li6P(S4.1Se0.9)Br,0.00382,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0525,McHaffie_superionic,,Li6P(S4Se)Br,,Li6P(S4Se)Br,0.00361,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0526,McHaffie_superionic,,LiTa2PO8,,LiTa2PO8,0.0016,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0527,McHaffie_superionic,,LiBaP2O7,,LiBaP2O7,2.03e-12,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0528,McHaffie_superionic,,LiMgSO4F,,LiMgSO4F,5.4e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0529,McHaffie_superionic,,LiCl*H2O,,LiCl*H2O,1e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0530,McHaffie_superionic,,Li4GeS4,,Li4GeS4,2e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0531,McHaffie_superionic,,Li4SnS4,,Li4SnS4,7e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0532,McHaffie_superionic,,Li3(SO3)N,,Li3(SO3)N,1e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0533,McHaffie_superionic,,LiLa9Si6O26,,LiLa9Si6O26,1.45e-12,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0534,McHaffie_superionic,,LiEu9Si6O26,,LiEu9Si6O26,9.7e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0535,McHaffie_superionic,,Li2NaBP2O8,,Li2NaBP2O8,4.4e-18,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0536,McHaffie_superionic,,(Li0.16Sr0.69)(Ga0.25Ta0.75)O3,,(Li0.16Sr0.69)(Ga0.25Ta0.75)O3,3.69e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0537,McHaffie_superionic,,Li3Na5(TiS4)2,,Li3Na5(TiS4)2,8.8e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0538,McHaffie_superionic,,Li2ZnI4,,Li2ZnI4,4e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0539,McHaffie_superionic,,Li10.34Si1.35P1.65S9.68O2.3,,Li10.34Si1.35P1.65S9.68O2.3,0.00313,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0540,McHaffie_superionic,,Li13.73Si1.35P1.65S10.46O1.54,,Li13.73Si1.35P1.65S10.46O1.54,0.00269,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0541,McHaffie_superionic,,Li6PS5I,,Li6PS5I,1.71e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0542,McHaffie_superionic,,Li6.22P0.8Si0.2S5I,,Li6.22P0.8Si0.2S5I,7.79e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0543,McHaffie_superionic,,Li3(Mo8S8O8(OH)8(HWO5(H2O)))*(H2O)18,,Li3(Mo8S8O8(OH)8(HWO5(H2O)))*(H2O)18,3.8e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0544,McHaffie_superionic,,Li7SbO6,,Li7SbO6,6.7e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0545,McHaffie_superionic,,LiI,,LiI,1e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0546,McHaffie_superionic,,Li2TeSe3,,Li2TeSe3,1.82e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0547,McHaffie_superionic,,LiGd(PO3)4,,LiGd(PO3)4,3.99e-25,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0548,McHaffie_superionic,,Li6PS5I,,Li6PS5I,4.1e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0549,McHaffie_superionic,,Li2SiN2,,Li2SiN2,6.99e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0550,McHaffie_superionic,,LiB6O9F,,LiB6O9F,3.98e-23,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0551,McHaffie_superionic,,Li7PS6,,Li7PS6,0.00011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0552,McHaffie_superionic,,Li6PO5Cl,,Li6PO5Cl,5.54e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0553,McHaffie_superionic,,Li7La3Zr2O12,,Li7La3Zr2O12,0.000569,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0554,McHaffie_superionic,,Li3SbS3,,Li3SbS3,1e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0555,McHaffie_superionic,,Li9Mg3(PO4)4F3,,Li9Mg3(PO4)4F3,3.39e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0556,McHaffie_superionic,,Li1.2Al0.2Ti1.8(PO4)3,,Li1.2Al0.2Ti1.8(PO4)3,0.00338,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0557,McHaffie_superionic,,LiFe(PO4)F,,LiFe(PO4)F,6e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0558,McHaffie_superionic,,Li17Sb13S28,,Li17Sb13S28,1.05e-09,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0559,McHaffie_superionic,,Li6.16Al0.07Ga0.15La2.94Zr2O12,,Li6.16Al0.07Ga0.15La2.94Zr2O12,0.00106,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0560,McHaffie_superionic,,Li6.85Al0.11Ga0.08La2.94Zr2O12,,Li6.85Al0.11Ga0.08La2.94Zr2O12,0.00063,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0561,McHaffie_superionic,,Li5.55Al0.19Ga0.05La2.88Zr2O12,,Li5.55Al0.19Ga0.05La2.88Zr2O12,0.00038,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0562,McHaffie_superionic,,Li2Ti3O7,,Li2Ti3O7,7.44e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0563,McHaffie_superionic,,Li2Sr2Al(PO4)3,,Li2Sr2Al(PO4)3,1.36e-13,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0564,McHaffie_superionic,,Fe0.16La2.95Li5.68Zr2O12,,Fe0.16La2.95Li5.68Zr2O12,0.000935,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0565,McHaffie_superionic,,Fe0.19La2.95Li5.57Zr2O12,,Fe0.19La2.95Li5.57Zr2O12,0.00138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0566,McHaffie_superionic,,Li4.117PS4I,,Li4.117PS4I,0.00012,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0567,McHaffie_superionic,,Li3CoTeO6,,Li3CoTeO6,5.83e-16,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0568,McHaffie_superionic,,Li5AlS4,,Li5AlS4,1.23e-09,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0569,McHaffie_superionic,,Li3P,,Li3P,0.000703,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0570,McHaffie_superionic,,Li3BN2,,Li3BN2,1.6e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
