id,source_db,smiles,name,cas,formula,sigma_ion_S_cm,E_g_eV,migration_barrier_eV,space_group,icsd_id,dn,an,epsilon_r,viscosity_cp,dipole_debye,conductivity_S_cm,oxidation_V,reduction_V,family,doi,license,notes
SUP-0388,McHaffie_superionic,,Li6.125P0.875Si0.125S5Br,,Li6.125P0.875Si0.125S5Br,0.000902,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0389,McHaffie_superionic,,Li6.175P0.825Si0.175S5Br,,Li6.175P0.825Si0.175S5Br,0.000931,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0390,McHaffie_superionic,,Li6.2P0.8Si0.2S5Br,,Li6.2P0.8Si0.2S5Br,0.00169,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0391,McHaffie_superionic,,Li6.225P0.775Si0.225S5Br,,Li6.225P0.775Si0.225S5Br,0.00108,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0392,McHaffie_superionic,,Li6.25P0.75Si0.25S5Br,,Li6.25P0.75Si0.25S5Br,0.00141,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0393,McHaffie_superionic,,Li6.3P0.7Si0.3S5Br,,Li6.3P0.7Si0.3S5Br,0.00165,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0394,McHaffie_superionic,,Li6.35P0.65Si0.35S5Br,,Li6.35P0.65Si0.35S5Br,0.00234,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0395,McHaffie_superionic,,Li6.5P0.5Si0.5S5Br,,Li6.5P0.5Si0.5S5Br,0.00219,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0396,McHaffie_superionic,,Li8GeP4,,Li8GeP4,1.8e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0397,McHaffie_superionic,,?-Li8GeP4,,?-Li8GeP4,8.6e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0398,McHaffie_superionic,,Li8SiP4,,Li8SiP4,4.5e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0399,McHaffie_superionic,,Li4.4Al0.4Ge0.6S4,,Li4.4Al0.4Ge0.6S4,4.33e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0400,McHaffie_superionic,,Li4.4Al0.4Sn0.6S4,,Li4.4Al0.4Sn0.6S4,4.39e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0401,McHaffie_superionic,,Fe2Na2K(Li3Si12O30),,Fe2Na2K(Li3Si12O30),1.91e-19,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0402,McHaffie_superionic,,LiSrNb2O6F,,LiSrNb2O6F,2.62e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0403,McHaffie_superionic,,LiSrTa2O6F,,LiSrTa2O6F,2.72e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0404,McHaffie_superionic,,LiSr0.9Nb2O6F0.8,,LiSr0.9Nb2O6F0.8,2.8e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0405,McHaffie_superionic,,LiSr0.9Ta2O6F0.8,,LiSr0.9Ta2O6F0.8,1.03e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0406,McHaffie_superionic,,Li1.1SrNb1.9Zr0.1O6F,,Li1.1SrNb1.9Zr0.1O6F,9.67e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0407,McHaffie_superionic,,Li1.1SrTa1.9Zr0.1O6F,,Li1.1SrTa1.9Zr0.1O6F,1.65e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0408,McHaffie_superionic,,Li6La3Nb1.5Y0.5O12,,Li6La3Nb1.5Y0.5O12,0.000188,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0409,McHaffie_superionic,,Li5.2La3Nb1.9Y0.1O12,,Li5.2La3Nb1.9Y0.1O12,1.81e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0410,McHaffie_superionic,,Li5.4La3Nb1.8Y0.2O12,,Li5.4La3Nb1.8Y0.2O12,2.92e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0411,McHaffie_superionic,,Li5.5La3Nb1.75Y0.25O12,,Li5.5La3Nb1.75Y0.25O12,7.2e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0412,McHaffie_superionic,,Li6.5La3Nb1.25Y0.75O12,,Li6.5La3Nb1.25Y0.75O12,0.00027,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0413,McHaffie_superionic,,Li6Ba0.5Sr0.5La2Ta2O12,,Li6Ba0.5Sr0.5La2Ta2O12,7.1e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0414,McHaffie_superionic,,Li6SrLa2Ta2O12,,Li6SrLa2Ta2O12,5.4e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0415,McHaffie_superionic,,Li6BaLa2Ta2O12,,Li6BaLa2Ta2O12,1.5e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0416,McHaffie_superionic,,Li6CaLa2Ta2O12,,Li6CaLa2Ta2O12,2.2e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0417,McHaffie_superionic,,Li6.5O8P1.5Si0.5,,Li6.5O8P1.5Si0.5,4.49e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0418,McHaffie_superionic,,Li6.6SiPO8,,Li6.6SiPO8,1.48e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0419,McHaffie_superionic,,Li7.22Si1.5P0.5O8,,Li7.22Si1.5P0.5O8,1.64e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0420,McHaffie_superionic,,Li4SiO4,,Li4SiO4,5e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0421,McHaffie_superionic,,LiClC3H7NO,,LiClC3H7NO,0.00016,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0422,McHaffie_superionic,,Li7La3Zr2O12,,Li7La3Zr2O12,9.9e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0423,McHaffie_superionic,,Li6.5La3Zr1.75Mo0.25O12,,Li6.5La3Zr1.75Mo0.25O12,0.000333,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0424,McHaffie_superionic,,Ba3LiTa5ZrSi4O26,,Ba3LiTa5ZrSi4O26,5.83e-13,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0425,McHaffie_superionic,,LaLiO2,,LaLiO2,6.61e-13,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0426,McHaffie_superionic,,(La0.9Sr0.1)LiO2,,(La0.9Sr0.1)LiO2,6.29e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0427,McHaffie_superionic,,La(Li0.76Mg0.08)O2,,La(Li0.76Mg0.08)O2,7.27e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0428,McHaffie_superionic,,Li3VO4,,Li3VO4,4.37e-18,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0429,McHaffie_superionic,,Li3.2V(O3.76N0.24),,Li3.2V(O3.76N0.24),4.52e-13,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0430,McHaffie_superionic,,Li5.74La3Zr1.5Ta0.5O12,,Li5.74La3Zr1.5Ta0.5O12,0.000903,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0431,McHaffie_superionic,,La3Li5.08Ta1.51Zr0.39O12,,La3Li5.08Ta1.51Zr0.39O12,0.000103,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0432,McHaffie_superionic,,LiY(BH4)4,,LiY(BH4)4,1.26e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0433,McHaffie_superionic,,Li(BH4),,Li(BH4),1e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0434,McHaffie_superionic,,Li2.5V2(PO4)3,,Li2.5V2(PO4)3,1.9e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0435,McHaffie_superionic,,H2Ca1Li2N2,,H2Ca1Li2N2,6.4e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0436,McHaffie_superionic,,Li9NS3,,Li9NS3,8.3e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0437,McHaffie_superionic,,Li51.2Al1.6La24Zr16O96,,Li51.2Al1.6La24Zr16O96,0.000254,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0438,McHaffie_superionic,,Li49.6Al1.6La24Zr14.4Ta1.6O96,,Li49.6Al1.6La24Zr14.4Ta1.6O96,0.000614,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0439,McHaffie_superionic,,Li2VO(SO4)2,,Li2VO(SO4)2,4.2e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0440,McHaffie_superionic,,Li4P2S6,,Li4P2S6,2.38e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0441,McHaffie_superionic,,Li2Mg2P3O9N,,Li2Mg2P3O9N,9e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0442,McHaffie_superionic,,Li3Cr(MoO4)3,,Li3Cr(MoO4)3,9.59e-15,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0443,McHaffie_superionic,,Li3BP2O8,,Li3BP2O8,9.6e-12,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0444,McHaffie_superionic,,Li4P2O7,,Li4P2O7,1.8e-20,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0445,McHaffie_superionic,,Li8Co2Te2O12,,Li8Co2Te2O12,1.66e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0446,McHaffie_superionic,,Li2SnS3,,Li2SnS3,1.5e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0447,McHaffie_superionic,,Li10.35Si1.35P1.65S12,,Li10.35Si1.35P1.65S12,0.0065,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0448,McHaffie_superionic,,Li9.81Sn0.81P2.19S12,,Li9.81Sn0.81P2.19S12,0.0055,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0449,McHaffie_superionic,,Li2P2S6,,Li2P2S6,7.8e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0450,McHaffie_superionic,,La0.5Li0.5O3Ti1,,La0.5Li0.5O3Ti1,0.000626,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0451,McHaffie_superionic,,(La0.55Li0.45)(Ti0.9Al0.1)O3,,(La0.55Li0.45)(Ti0.9Al0.1)O3,0.001471176,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0452,McHaffie_superionic,,(La0.6Li0.4)(Ti0.8Al0.2)O3,,(La0.6Li0.4)(Ti0.8Al0.2)O3,0.000552732,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0453,McHaffie_superionic,,(La0.65Li0.35)(Ti0.7Al0.3)O3,,(La0.65Li0.35)(Ti0.7Al0.3)O3,0.000157618,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0454,McHaffie_superionic,,(La0.7Li0.3)(Ti0.6Al0.4)O3,,(La0.7Li0.3)(Ti0.6Al0.4)O3,1e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0455,McHaffie_superionic,,LiGa2GeS6,,LiGa2GeS6,3.8e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0456,McHaffie_superionic,,Li4Zn(PO4)2,,Li4Zn(PO4)2,5.44e-18,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0457,McHaffie_superionic,,Li4Zn(PO4)2,,Li4Zn(PO4)2,1.19e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0458,McHaffie_superionic,,Li3.7Zn0.7Ga0.3(PO4)2,,Li3.7Zn0.7Ga0.3(PO4)2,1.02e-11,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0459,McHaffie_superionic,,Li3.5Zn0.5Ga0.5(PO4)2,,Li3.5Zn0.5Ga0.5(PO4)2,3.02e-12,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0460,McHaffie_superionic,,Li10(Ge0.416Sn0.584)P2S12,,Li10(Ge0.416Sn0.584)P2S12,0.0048,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0461,McHaffie_superionic,,Li10(Ge0.776Sn0.224)P2S12,,Li10(Ge0.776Sn0.224)P2S12,0.0064,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0462,McHaffie_superionic,,Li10GeP2S12,,Li10GeP2S12,0.0076,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0463,McHaffie_superionic,,Li10SnP2S12,,Li10SnP2S12,0.0038,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0464,McHaffie_superionic,,Li1.3Al0.3Ti1.7(PO4)3,,Li1.3Al0.3Ti1.7(PO4)3,0.0051,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0465,McHaffie_superionic,,Li3AlN2,,Li3AlN2,5e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0466,McHaffie_superionic,,LiGaGeO4,,LiGaGeO4,9.62e-18,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0467,McHaffie_superionic,,LiGa0.5Al0.5GeO4,,LiGa0.5Al0.5GeO4,1.3e-17,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0468,McHaffie_superionic,,LiAlGeO4,,LiAlGeO4,2.22e-16,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0469,McHaffie_superionic,,LiScO2,,LiScO2,1.36e-17,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0470,McHaffie_superionic,,Li0.9Sc0.9Zr0.1O2,,Li0.9Sc0.9Zr0.1O2,3.92e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0471,McHaffie_superionic,,Li10.35(Sn0.27Si1.08)P1.65S12,,Li10.35(Sn0.27Si1.08)P1.65S12,0.011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0472,McHaffie_superionic,,Li10.5(Sn0.2Si0.8)1.5P1.5S12,,Li10.5(Sn0.2Si0.8)1.5P1.5S12,0.00293,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0473,McHaffie_superionic,,Li10.2(Sn0.2Si0.8)1.2P1.8S12,,Li10.2(Sn0.2Si0.8)1.2P1.8S12,0.00269,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0474,McHaffie_superionic,,Li7Ge3PS12,,Li7Ge3PS12,0.00011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0475,McHaffie_superionic,,Li6.5La3Hf1.5Ta0.5O12,,Li6.5La3Hf1.5Ta0.5O12,0.0004,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0476,McHaffie_superionic,,Li6.5La3Sn1.5Ta0.5O12,,Li6.5La3Sn1.5Ta0.5O12,0.00019,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0477,McHaffie_superionic,,Li5La3Ta2O12,,Li5La3Ta2O12,1.65e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0478,McHaffie_superionic,,Li5.3La3Ta1.85Gd0.15O12,,Li5.3La3Ta1.85Gd0.15O12,4.86e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0479,McHaffie_superionic,,Li5.5La3Ta1.75Gd0.25O12,,Li5.5La3Ta1.75Gd0.25O12,6.5e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0480,McHaffie_superionic,,Li5.7La3Ta1.65Gd0.35O12,,Li5.7La3Ta1.65Gd0.35O12,8.18e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0481,McHaffie_superionic,,Li5.9La3Ta1.55Gd0.45O12,,Li5.9La3Ta1.55Gd0.45O12,4.32e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0482,McHaffie_superionic,,Li6.10La3Ta1.45Gd0.55O12,,Li6.10La3Ta1.45Gd0.55O12,8.56e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0483,McHaffie_superionic,,Li5La3Ta2O12,,Li5La3Ta2O12,1.59e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0484,McHaffie_superionic,,Li5.3La3Ta1.85Sm0.15O12,,Li5.3La3Ta1.85Sm0.15O12,7.11e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0485,McHaffie_superionic,,Li5.5La3Ta1.75Sm0.25O12,,Li5.5La3Ta1.75Sm0.25O12,5.17e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0486,McHaffie_superionic,,Li5.70La3Ta1.65Sm0.35O12,,Li5.70La3Ta1.65Sm0.35O12,2.15e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0487,McHaffie_superionic,,Li5.90La3Ta1.55Sm0.45O12,,Li5.90La3Ta1.55Sm0.45O12,1.18e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
